7.767253112792968750e+01,6.874153900146484375e+01,1.488270372636263383e-02,1.845942772370391324e-02
8.574085998535156250e+01,6.874153900146484375e+01,1.140374287519306529e-02,1.844728438634833656e-02
8.946210479736328125e+01,6.515561676025390625e+01,8.436899755719711944e-03,2.247269663339700185e-02
9.621109008789062500e+01,6.637347412109375000e+01,4.066124619570773979e-03,2.376705111686205907e-02
8.589309692382812500e+01,5.811907577514648438e+01,9.317529168489095681e-03,3.931392144527744853e-02
9.876522064208984375e+01,6.860622406005859375e+01,1.366228665633527828e-03,2.938355259466235783e-02
9.923883056640625000e+01,6.914749145507812500e+01,9.817382093838444759e-04,2.869497667065492794e-02
9.832543945312500000e+01,7.063599395751953125e+01,1.451597819383620416e-03,4.129309524783262436e-02
9.920500183105468750e+01,6.982408142089843750e+01,8.226436555865429155e-04,3.500192871516386722e-02
9.945872497558593750e+01,6.880919647216796875e+01,6.716263787315261040e-04,3.459239322616541185e-02
9.922191619873046875e+01,6.975642395019531250e+01,8.408496998061762906e-04,3.570713304457064086e-02
9.956021118164062500e+01,7.158322143554687500e+01,4.602593817917947656e-04,3.600738706704889602e-02
9.791947937011718750e+01,6.847090148925781250e+01,1.624427172593225421e-03,4.076119442753927541e-02
9.781799316406250000e+01,6.569688415527343750e+01,1.834429388645915414e-03,4.243785300177391889e-02
9.957712554931640625e+01,6.928281402587890625e+01,4.756195314026264798e-04,3.862294158488713963e-02
9.954329681396484375e+01,7.050067138671875000e+01,4.803345694572284008e-04,4.403372421477579762e-02
9.900202941894531250e+01,6.813260650634765625e+01,8.139497701433728036e-04,4.061034305653810766e-02
9.913734436035156250e+01,7.185385131835937500e+01,7.278845737623182953e-04,4.772005120294826180e-02
9.967861938476562500e+01,7.185385131835937500e+01,3.528352625538794815e-04,3.862975365753223977e-02
9.979701995849609375e+01,7.171853637695312500e+01,2.564848155938029089e-04,3.994868383194661449e-02
9.988159179687500000e+01,7.198917388916015625e+01,1.816979061281440947e-04,4.125589182718842479e-02
9.993233489990234375e+01,6.968876647949218750e+01,1.706323547666495041e-04,3.932487226629451105e-02
9.981393432617187500e+01,6.982408142089843750e+01,2.394491764048676055e-04,4.234301190979587043e-02
9.989850616455078125e+01,7.138024139404296875e+01,1.237845743147556030e-04,4.545508476329591929e-02
9.983084869384765625e+01,6.975642395019531250e+01,2.240868214552213045e-04,4.456699676862104637e-02
9.972936248779296875e+01,6.833558654785156250e+01,3.194342215630355014e-04,4.548625135857294055e-02
9.884979248046875000e+01,6.759133911132812500e+01,8.558767464040499930e-04,4.407858406981209065e-02
9.983084869384765625e+01,7.070365142822265625e+01,2.399280087544579713e-04,4.330522616435452526e-02
9.690459442138671875e+01,6.353179550170898438e+01,2.245142396688474054e-03,4.594565771207596849e-02
9.923883056640625000e+01,6.955345153808593750e+01,6.475474632229394432e-04,5.846255864438894279e-02
9.959403991699218750e+01,6.914749145507812500e+01,4.160339875691291276e-04,4.379630403363817676e-02
9.918808746337890625e+01,7.124492645263671875e+01,7.755896461427656255e-04,5.856595807601679138e-02
9.879904937744140625e+01,7.036535644531250000e+01,9.732397750166688804e-04,6.189794078247472936e-02
9.898510742187500000e+01,7.104194641113281250e+01,9.121152190754634086e-04,6.829723312503108157e-02
9.901894378662109375e+01,6.698240661621093750e+01,8.028811540161066981e-04,4.662725135825161044e-02
9.976319122314453125e+01,7.131258392333984375e+01,2.920692227881244813e-04,5.093482999743563500e-02
9.972936248779296875e+01,7.050067138671875000e+01,2.222690713446630155e-04,4.754010471987950293e-02
9.986467742919921875e+01,7.185385131835937500e+01,1.603700999495084791e-04,5.316781610532768376e-02
9.783490753173828125e+01,7.083896636962890625e+01,1.793308352660236485e-03,7.605845445870385024e-02
9.939106750488281250e+01,6.982408142089843750e+01,5.224862540508208109e-04,4.385165819779784230e-02
9.972936248779296875e+01,6.941812896728515625e+01,2.519117484818968579e-04,4.620071410810189239e-02
9.881596374511718750e+01,6.779431152343750000e+01,9.452507831540235290e-04,4.829037564533166654e-02
9.988159179687500000e+01,6.941812896728515625e+01,1.536191705366926174e-04,5.487845434790857707e-02
9.881596374511718750e+01,6.502029418945312500e+01,1.010942604245062106e-03,5.132834490323098797e-02
9.983084869384765625e+01,7.043301391601562500e+01,2.251232820678015763e-04,6.271995495404941723e-02
9.988159179687500000e+01,7.090663146972656250e+01,1.596676309951296289e-04,5.136455859641099464e-02
9.847766876220703125e+01,6.657645416259765625e+01,1.191985159182554948e-03,4.728484262632904472e-02
9.989850616455078125e+01,7.151555633544921875e+01,1.531546372246515083e-04,5.531705942141025567e-02
9.991542053222656250e+01,7.117726135253906250e+01,1.498478204654446250e-04,5.299068017483402754e-02
9.984776306152343750e+01,7.117726135253906250e+01,1.430263553774853153e-04,4.594783882165632410e-02
9.991542053222656250e+01,7.198917388916015625e+01,1.346561177997402108e-04,5.222823588790041771e-02
9.957712554931640625e+01,7.185385131835937500e+01,4.178596217729646295e-04,6.042672645840012347e-02
9.986467742919921875e+01,7.056833648681640625e+01,1.450685505007052838e-04,5.152147504247735210e-02
9.989850616455078125e+01,6.968876647949218750e+01,1.583842455721043657e-04,5.028860980748162124e-02
9.981393432617187500e+01,6.853856658935546875e+01,1.989594074750944549e-04,4.534969488423473694e-02
