6.948578643798828125e+01,7.070365142822265625e+01,1.623541288612176045e-02,1.602026614510480840e-02
8.704329681396484375e+01,8.721244812011718750e+01,1.151180180124888007e-02,1.153973650303196687e-02
8.942827606201171875e+01,8.937753295898437500e+01,9.719111670579897930e-03,9.959161977242067879e-03
9.037550354003906250e+01,9.039241790771484375e+01,8.792579897423559096e-03,8.941416881968429486e-03
9.174559783935546875e+01,9.154261779785156250e+01,7.856832623118798972e-03,8.076991094465345647e-03
9.189783477783203125e+01,9.086602783203125000e+01,7.531370530320842700e-03,7.781603077429073353e-03
9.176251220703125000e+01,9.086602783203125000e+01,7.322422227493319627e-03,7.857176877245689722e-03
9.247293090820312500e+01,9.188091278076171875e+01,6.729412832737211372e-03,7.016302657304822853e-03
9.203314971923828125e+01,9.167794036865234375e+01,6.760083506934858738e-03,7.059966220302414316e-03
9.262516784667968750e+01,9.188091278076171875e+01,6.388603715939354319e-03,6.877463618457236270e-03
9.257442474365234375e+01,9.174559783935546875e+01,6.177490448556507800e-03,6.464955962801173517e-03
9.259133911132812500e+01,9.194857788085937500e+01,6.307417688152786549e-03,6.655683229313167325e-03
9.286196899414062500e+01,9.242218780517578125e+01,6.164706883011876991e-03,6.487758842792175178e-03
9.296346282958984375e+01,9.228687286376953125e+01,6.061354426462934111e-03,6.469320974669372747e-03
9.282814025878906250e+01,9.228687286376953125e+01,5.951080461195260886e-03,6.355799056579521100e-03
9.314952087402343750e+01,9.248984527587890625e+01,5.871344490054899133e-03,6.516976556734399746e-03
9.325101470947265625e+01,9.289579772949218750e+01,5.668433241959515423e-03,5.985541775802475685e-03
9.308186340332031250e+01,9.248984527587890625e+01,5.724118611648053648e-03,6.140937524594376577e-03
9.331867218017578125e+01,9.228687286376953125e+01,5.486781526160337125e-03,5.917876495076129263e-03
9.308186340332031250e+01,9.221920776367187500e+01,5.709014574622833793e-03,6.037963558043856274e-03
9.321717834472656250e+01,9.242218780517578125e+01,5.697482600757733731e-03,6.066347143445189466e-03
9.352164459228515625e+01,9.269282531738281250e+01,5.506839661787141932e-03,5.934232878668866187e-03
9.331867218017578125e+01,9.242218780517578125e+01,5.556820196141167185e-03,6.189263827786232325e-03
9.343707275390625000e+01,9.248984527587890625e+01,5.548796815613690238e-03,6.079727902262395053e-03
9.320026397705078125e+01,9.201623535156250000e+01,5.463414889141534475e-03,5.929097538267001644e-03
9.343707275390625000e+01,9.248984527587890625e+01,5.362139409849059346e-03,5.865732684267712174e-03
9.298037719726562500e+01,9.181325531005859375e+01,5.512077050694392036e-03,6.279115586545373946e-03
9.326792907714843750e+01,9.201623535156250000e+01,5.471563266013044526e-03,6.101138698232028493e-03
9.304803466796875000e+01,9.208389282226562500e+01,5.602320472184311659e-03,6.168018966026009124e-03
9.364005279541015625e+01,9.269282531738281250e+01,5.285055526558697994e-03,5.763264635076219625e-03
9.347090148925781250e+01,9.255750274658203125e+01,5.378615790385758363e-03,5.825099425644932744e-03
9.345398712158203125e+01,9.255750274658203125e+01,5.306063742277304478e-03,5.987065477505911296e-03
9.318334960937500000e+01,9.208389282226562500e+01,5.369734133093420105e-03,5.963641194896381580e-03
9.323409271240234375e+01,9.194857788085937500e+01,5.357858245368134729e-03,6.025309940353943544e-03
9.340324401855468750e+01,9.242218780517578125e+01,5.442822160494182118e-03,5.946346993415701186e-03
9.353855895996093750e+01,9.221920776367187500e+01,5.295051569913051051e-03,5.798102413204590626e-03
9.345398712158203125e+01,9.228687286376953125e+01,5.287474435936856398e-03,5.850776566220233267e-03
9.321717834472656250e+01,9.242218780517578125e+01,5.516715332643911708e-03,6.000526982872509026e-03
9.358930969238281250e+01,9.255750274658203125e+01,5.241589057378984867e-03,5.817064423119102518e-03
9.384302520751953125e+01,9.276048278808593750e+01,5.202412118200157136e-03,5.808814089740241965e-03
9.391068267822265625e+01,9.242218780517578125e+01,5.197331721419330003e-03,5.638066220509344896e-03
9.333558654785156250e+01,9.228687286376953125e+01,5.303565795874885629e-03,5.823280914347613371e-03
9.372462463378906250e+01,9.289579772949218750e+01,5.251382365419512976e-03,5.692654424151645347e-03
9.306494903564453125e+01,9.235453033447265625e+01,5.306053805229265022e-03,5.929456229784169606e-03
9.325101470947265625e+01,9.228687286376953125e+01,5.224833208235819988e-03,5.745094556850413071e-03
9.414749145507812500e+01,9.323409271240234375e+01,5.043825769799488087e-03,5.649926970146989212e-03
9.358930969238281250e+01,9.248984527587890625e+01,5.220181568927750350e-03,5.676340581458541243e-03
9.364005279541015625e+01,9.282814025878906250e+01,5.154550504015005009e-03,5.509511168153908255e-03
9.365696716308593750e+01,9.276048278808593750e+01,5.002339848812482719e-03,5.523464953746137253e-03
9.338632965087890625e+01,9.235453033447265625e+01,5.241416988286904180e-03,5.958184171392404659e-03
